participant,correct,condition,category,response
5b589d330bc96b0001fa5d3c,0,shear1,4,3
5b589d330bc96b0001fa5d3c,1,rot2,1,1
5b589d330bc96b0001fa5d3c,1,rot2,3,3
5b589d330bc96b0001fa5d3c,0,shear1,3,4
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,1,base,3,3
5b589d330bc96b0001fa5d3c,0,shear1,3,2
5b589d330bc96b0001fa5d3c,0,rot2,3,2
5b589d330bc96b0001fa5d3c,0,shear1,4,3
5b589d330bc96b0001fa5d3c,1,rot1,2,2
5b589d330bc96b0001fa5d3c,1,shear2,2,2
5b589d330bc96b0001fa5d3c,1,base,4,4
5b589d330bc96b0001fa5d3c,1,shear1,1,1
5b589d330bc96b0001fa5d3c,1,shear2,2,2
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,0,rot2,1,2
5b589d330bc96b0001fa5d3c,1,base,4,4
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,0,shear2,1,2
5b589d330bc96b0001fa5d3c,0,rot1,1,2
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,rot1,4,4
5b589d330bc96b0001fa5d3c,1,rot2,2,2
5b589d330bc96b0001fa5d3c,1,shear1,2,2
5b589d330bc96b0001fa5d3c,1,rot1,3,3
5b589d330bc96b0001fa5d3c,1,shear1,3,3
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,1,base,1,1
5b589d330bc96b0001fa5d3c,1,shear2,3,3
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,0,shear1,1,2
5b589d330bc96b0001fa5d3c,1,shear1,1,1
5b589d330bc96b0001fa5d3c,1,shear1,4,4
5b589d330bc96b0001fa5d3c,0,rot2,3,1
5b589d330bc96b0001fa5d3c,1,rot2,4,4
5b589d330bc96b0001fa5d3c,1,rot2,4,4
5b589d330bc96b0001fa5d3c,1,base,2,2
5b589d330bc96b0001fa5d3c,1,shear2,1,1
5b589d330bc96b0001fa5d3c,0,shear2,4,3
5b589d330bc96b0001fa5d3c,0,shear1,3,2
5c97e0fdf74b3500152c1608,0,shear1,3,1
5c97e0fdf74b3500152c1608,0,shear1,3,2
5c97e0fdf74b3500152c1608,0,rot2,1,4
5c97e0fdf74b3500152c1608,0,shear2,2,3
5c97e0fdf74b3500152c1608,0,shear2,3,4
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,1,rot1,4,4
5c97e0fdf74b3500152c1608,0,base,3,2
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,1,rot2,3,3
5c97e0fdf74b3500152c1608,1,rot1,1,1
5c97e0fdf74b3500152c1608,0,rot2,4,3
5c97e0fdf74b3500152c1608,1,rot2,1,1
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,shear2,1,1
5c97e0fdf74b3500152c1608,0,shear1,2,3
5c97e0fdf74b3500152c1608,0,shear1,1,2
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,1,rot1,4,4
5c97e0fdf74b3500152c1608,1,base,1,1
5c97e0fdf74b3500152c1608,1,shear2,1,1
5c97e0fdf74b3500152c1608,1,shear1,3,3
5c97e0fdf74b3500152c1608,0,shear1,1,2
5c97e0fdf74b3500152c1608,1,shear2,2,2
5c97e0fdf74b3500152c1608,1,rot1,3,3
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,0,shear1,2,3
5c97e0fdf74b3500152c1608,1,rot2,1,1
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,0,shear1,3,4
5c97e0fdf74b3500152c1608,0,shear2,2,3
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,1,rot1,3,3
5c97e0fdf74b3500152c1608,1,rot2,1,1
5c97e0fdf74b3500152c1608,1,shear2,2,2
5c97e0fdf74b3500152c1608,1,rot2,3,3
5c97e0fdf74b3500152c1608,1,shear1,1,1
5c97e0fdf74b3500152c1608,1,base,3,3
5c97e0fdf74b3500152c1608,1,shear2,4,4
5c97e0fdf74b3500152c1608,1,shear2,2,2
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,rot1,3,3
5c97e0fdf74b3500152c1608,0,rot1,4,3
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,1,base,1,1
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,0,shear1,3,4
5c97e0fdf74b3500152c1608,1,base,3,3
5c97e0fdf74b3500152c1608,0,rot1,2,3
5c97e0fdf74b3500152c1608,1,base,1,1
5c97e0fdf74b3500152c1608,1,shear2,4,4
5c97e0fdf74b3500152c1608,1,shear2,4,4
5c97e0fdf74b3500152c1608,0,shear1,2,3
5c97e0fdf74b3500152c1608,1,rot1,1,1
5c97e0fdf74b3500152c1608,1,rot2,1,1
5c97e0fdf74b3500152c1608,0,rot2,3,2
5c97e0fdf74b3500152c1608,0,rot1,2,3
5c97e0fdf74b3500152c1608,0,shear2,3,4
5c97e0fdf74b3500152c1608,0,shear2,3,4
5c97e0fdf74b3500152c1608,0,rot1,4,2
5c97e0fdf74b3500152c1608,0,shear1,2,3
5c97e0fdf74b3500152c1608,0,shear2,1,2
5c97e0fdf74b3500152c1608,1,rot1,2,2
5c97e0fdf74b3500152c1608,1,rot1,4,4
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,1,rot2,4,4
5c97e0fdf74b3500152c1608,0,shear2,1,2
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,rot2,3,3
5c97e0fdf74b3500152c1608,1,rot1,1,1
5c97e0fdf74b3500152c1608,1,rot1,2,2
5c97e0fdf74b3500152c1608,0,rot1,1,3
5c97e0fdf74b3500152c1608,0,shear1,1,2
5c97e0fdf74b3500152c1608,1,base,3,3
5c97e0fdf74b3500152c1608,1,rot2,3,3
5c97e0fdf74b3500152c1608,0,rot1,1,2
5c97e0fdf74b3500152c1608,0,shear2,3,4
5c97e0fdf74b3500152c1608,1,rot1,3,3
5c97e0fdf74b3500152c1608,0,shear2,3,4
5c97e0fdf74b3500152c1608,0,base,1,2
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,0,rot2,2,3
5c97e0fdf74b3500152c1608,1,base,3,3
5c97e0fdf74b3500152c1608,1,shear2,4,4
5c97e0fdf74b3500152c1608,1,shear1,2,2
5c97e0fdf74b3500152c1608,0,shear1,1,2
5c97e0fdf74b3500152c1608,0,rot1,2,3
5c97e0fdf74b3500152c1608,0,shear2,1,2
5c97e0fdf74b3500152c1608,1,shear1,4,4
5c97e0fdf74b3500152c1608,1,rot1,3,3
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,1,base,1,1
5c97e0fdf74b3500152c1608,1,base,2,2
5c97e0fdf74b3500152c1608,1,base,4,4
5c97e0fdf74b3500152c1608,1,shear2,4,4
5cc82b9ea8367900164d8775,1,rot2,4,4
5cc82b9ea8367900164d8775,1,base,3,3
5cc82b9ea8367900164d8775,0,shear1,2,1
5cc82b9ea8367900164d8775,1,rot2,1,1
5cc82b9ea8367900164d8775,0,shear1,4,3
5cc82b9ea8367900164d8775,0,shear2,4,2
5cc82b9ea8367900164d8775,1,base,3,3
5cc82b9ea8367900164d8775,0,shear2,3,1
5cc82b9ea8367900164d8775,1,base,2,2
5cc82b9ea8367900164d8775,1,base,1,1
5cc82b9ea8367900164d8775,1,rot2,3,3
5cc82b9ea8367900164d8775,1,base,4,4
5cc82b9ea8367900164d8775,1,base,1,1
5cc82b9ea8367900164d8775,1,rot2,1,1
5cc82b9ea8367900164d8775,1,base,2,2
5cc82b9ea8367900164d8775,0,shear2,2,3
5cc82b9ea8367900164d8775,1,rot1,3,3
5cc82b9ea8367900164d8775,0,shear2,4,1
5cc82b9ea8367900164d8775,1,rot1,1,1
5cc82b9ea8367900164d8775,1,shear2,2,2
5cc82b9ea8367900164d8775,0,base,1,2
5cc82b9ea8367900164d8775,0,shear1,4,3
5cc82b9ea8367900164d8775,1,shear1,1,1
5cc82b9ea8367900164d8775,1,shear1,3,3
5cc82b9ea8367900164d8775,0,shear2,4,1
5cc82b9ea8367900164d8775,1,base,1,1
5cc82b9ea8367900164d8775,1,shear2,3,3
5cc82b9ea8367900164d8775,0,shear2,4,3
5cc82b9ea8367900164d8775,0,base,4,2
5cc82b9ea8367900164d8775,0,shear2,3,1
5cc82b9ea8367900164d8775,1,base,2,2
5cc82b9ea8367900164d8775,0,shear2,2,4
5cc82b9ea8367900164d8775,1,base,4,4
5cc82b9ea8367900164d8775,0,rot2,2,3
5cc82b9ea8367900164d8775,1,rot1,3,3
5cc82b9ea8367900164d8775,1,shear2,1,1
5cc82b9ea8367900164d8775,0,shear1,3,2
5cc82b9ea8367900164d8775,0,shear1,2,3
5cc82b9ea8367900164d8775,1,rot2,1,1
5cc82b9ea8367900164d8775,1,shear1,2,2
5cc82b9ea8367900164d8775,1,shear2,1,1
5cc82b9ea8367900164d8775,0,rot1,2,3
5cc82b9ea8367900164d8775,1,rot2,4,4
5cc82b9ea8367900164d8775,0,shear1,4,2
5cc82b9ea8367900164d8775,1,rot1,3,3
5cc82b9ea8367900164d8775,1,shear1,1,1
5cc82b9ea8367900164d8775,0,rot1,1,3
5cc82b9ea8367900164d8775,1,shear2,1,1
5cc82b9ea8367900164d8775,1,rot2,3,3
5cc82b9ea8367900164d8775,1,shear1,1,1
5cc82b9ea8367900164d8775,1,rot2,3,3
5cc82b9ea8367900164d8775,1,rot1,4,4
5cc82b9ea8367900164d8775,1,rot1,2,2
5cc82b9ea8367900164d8775,1,rot1,3,3
5cc82b9ea8367900164d8775,1,base,2,2
5cc82b9ea8367900164d8775,0,shear1,3,4
5cc82b9ea8367900164d8775,1,base,2,2
5cc82b9ea8367900164d8775,1,rot1,4,4
5cc82b9ea8367900164d8775,0,shear2,2,1
5cc82b9ea8367900164d8775,0,shear2,4,1
5cc82b9ea8367900164d8775,1,rot1,2,2
5cc82b9ea8367900164d8775,1,rot2,2,2
5cc82b9ea8367900164d8775,1,shear1,1,1
5cc82b9ea8367900164d8775,1,rot2,4,4
5cc82b9ea8367900164d8775,1,rot1,1,1
5cc82b9ea8367900164d8775,1,shear1,1,1
5cc82b9ea8367900164d8775,0,shear2,2,3
5cc82b9ea8367900164d8775,1,rot1,2,2
5cc82b9ea8367900164d8775,1,shear2,1,1
5cc82b9ea8367900164d8775,1,rot2,3,3
5cc82b9ea8367900164d8775,1,base,4,4
5cc82b9ea8367900164d8775,1,shear1,2,2
5cc82b9ea8367900164d8775,1,rot1,4,4
5cc82b9ea8367900164d8775,1,base,4,4
5cc82b9ea8367900164d8775,1,base,3,3
5cc82b9ea8367900164d8775,1,base,3,3
5cc82b9ea8367900164d8775,1,rot1,1,1
5cc82b9ea8367900164d8775,1,shear1,4,4
5cc82b9ea8367900164d8775,0,shear2,3,4
5cc82b9ea8367900164d8775,1,rot1,3,3
5cc82b9ea8367900164d8775,1,rot2,1,1
5cc82b9ea8367900164d8775,0,rot2,4,3
5cc82b9ea8367900164d8775,1,base,3,3
5cc82b9ea8367900164d8775,1,rot1,1,1
5cc82b9ea8367900164d8775,1,rot2,2,2
5cc82b9ea8367900164d8775,1,shear1,4,4
5cc82b9ea8367900164d8775,1,rot1,4,4
5cc82b9ea8367900164d8775,1,rot2,3,3
5cc82b9ea8367900164d8775,1,shear1,3,3
5cc82b9ea8367900164d8775,1,base,1,1
5cc82b9ea8367900164d8775,0,shear1,3,4
5cc82b9ea8367900164d8775,1,rot2,2,2
5cc82b9ea8367900164d8775,1,rot1,4,4
5cc82b9ea8367900164d8775,0,rot2,1,2
5cc82b9ea8367900164d8775,1,rot2,4,4
5cc82b9ea8367900164d8775,0,shear2,3,4
5cc82b9ea8367900164d8775,1,rot1,2,2
5cc82b9ea8367900164d8775,1,shear2,1,1
5cc82b9ea8367900164d8775,1,rot2,2,2
5cc82b9ea8367900164d8775,0,shear1,2,3
5da59a5264995200110bef1a,1,rot2,1,1
5da59a5264995200110bef1a,1,rot2,4,4
5da59a5264995200110bef1a,1,rot2,2,2
5da59a5264995200110bef1a,0,shear1,3,4
5da59a5264995200110bef1a,0,shear2,4,1
5da59a5264995200110bef1a,1,base,1,1
5da59a5264995200110bef1a,0,shear2,2,4
5da59a5264995200110bef1a,1,shear1,2,2
5da59a5264995200110bef1a,1,rot2,2,2
5da59a5264995200110bef1a,1,shear1,4,4
5da59a5264995200110bef1a,1,rot2,3,3
5da59a5264995200110bef1a,1,rot2,2,2
5da59a5264995200110bef1a,1,rot2,1,1
5da59a5264995200110bef1a,1,base,1,1
5da59a5264995200110bef1a,0,shear2,3,4
5da59a5264995200110bef1a,1,base,3,3
5da59a5264995200110bef1a,1,shear1,4,4
5da59a5264995200110bef1a,1,rot1,1,1
5da59a5264995200110bef1a,1,shear2,4,4
5da59a5264995200110bef1a,1,rot1,3,3
5da59a5264995200110bef1a,1,rot2,3,3
5da59a5264995200110bef1a,0,shear2,3,4
5da59a5264995200110bef1a,0,shear2,1,3
5da59a5264995200110bef1a,0,base,4,3
5da59a5264995200110bef1a,0,shear2,1,3
5da59a5264995200110bef1a,1,rot2,1,1
5da59a5264995200110bef1a,0,shear2,2,4
5da59a5264995200110bef1a,0,rot1,4,3
5da59a5264995200110bef1a,0,rot2,4,3
5da59a5264995200110bef1a,1,base,2,2
5da59a5264995200110bef1a,0,shear1,2,3
5da59a5264995200110bef1a,0,rot2,4,3
5da59a5264995200110bef1a,1,rot2,3,3
5da59a5264995200110bef1a,1,rot1,3,3
5da59a5264995200110bef1a,1,base,3,3
5da59a5264995200110bef1a,0,shear1,1,2
5da59a5264995200110bef1a,0,rot1,4,3
5da59a5264995200110bef1a,0,rot1,1,2
5da59a5264995200110bef1a,0,shear1,2,3
5da59a5264995200110bef1a,0,shear1,2,3
5da59a5264995200110bef1a,1,rot1,3,3
5da59a5264995200110bef1a,0,shear2,3,4
5da59a5264995200110bef1a,0,base,4,3
5da59a5264995200110bef1a,0,base,1,2
5da59a5264995200110bef1a,1,base,2,2
5da59a5264995200110bef1a,1,rot2,1,1
5da59a5264995200110bef1a,0,shear2,3,4
5da59a5264995200110bef1a,1,shear1,3,3
5da59a5264995200110bef1a,0,rot2,1,2
5da59a5264995200110bef1a,0,rot1,2,3
5da59a5264995200110bef1a,1,shear1,4,4
5da59a5264995200110bef1a,0,shear1,2,3
5da59a5264995200110bef1a,1,rot2,2,2
5da59a5264995200110bef1a,1,base,4,4
5da59a5264995200110bef1a,1,shear2,4,4
5da59a5264995200110bef1a,1,rot1,1,1
5da59a5264995200110bef1a,1,rot2,2,2
5da59a5264995200110bef1a,1,rot1,3,3
5da59a5264995200110bef1a,1,rot1,4,4
5da59a5264995200110bef1a,0,shear2,1,3
5da59a5264995200110bef1a,1,rot2,4,4
5da59a5264995200110bef1a,0,base,2,3
5da59a5264995200110bef1a,0,shear1,1,3
5da59a5264995200110bef1a,1,rot1,2,2
5da59a5264995200110bef1a,0,base,3,4
5da59a5264995200110bef1a,0,shear2,3,4
5da59a5264995200110bef1a,0,base,2,4
5da59a5264995200110bef1a,1,rot1,2,2
5da59a5264995200110bef1a,0,shear1,1,2
5da59a5264995200110bef1a,1,rot1,4,4
5da59a5264995200110bef1a,1,base,4,4
5da59a5264995200110bef1a,0,base,1,3
5da59a5264995200110bef1a,1,shear2,4,4
5da59a5264995200110bef1a,0,rot1,3,4
5da59a5264995200110bef1a,0,shear2,1,3
5da59a5264995200110bef1a,0,shear1,3,4
5da59a5264995200110bef1a,1,shear1,4,4
5da59a5264995200110bef1a,0,shear1,3,4
5da59a5264995200110bef1a,0,base,2,4
5da59a5264995200110bef1a,0,base,1,2
5da59a5264995200110bef1a,1,rot1,1,1
5da59a5264995200110bef1a,0,base,3,4
5da59a5264995200110bef1a,0,base,3,4
5da59a5264995200110bef1a,0,rot2,3,4
5da59a5264995200110bef1a,1,rot1,2,2
5da59a5264995200110bef1a,0,shear2,2,4
5da59a5264995200110bef1a,0,shear1,1,2
5da59a5264995200110bef1a,1,shear2,4,4
5da59a5264995200110bef1a,1,rot1,2,2
5da59a5264995200110bef1a,1,rot2,4,4
5da59a5264995200110bef1a,1,rot1,4,4
5da59a5264995200110bef1a,0,rot1,1,2
5da59a5264995200110bef1a,0,shear1,3,4
5da59a5264995200110bef1a,0,rot2,3,4
5da59a5264995200110bef1a,0,shear2,1,2
5da59a5264995200110bef1a,0,shear2,2,3
5da59a5264995200110bef1a,0,shear2,2,3
5da59a5264995200110bef1a,0,shear1,1,2
5da59a5264995200110bef1a,1,base,4,4
5da59a5264995200110bef1a,1,shear1,4,4
5e31ebdb8dc3121d3cd9316f,0,shear2,1,2
5e31ebdb8dc3121d3cd9316f,1,shear2,2,2
5e31ebdb8dc3121d3cd9316f,0,rot1,1,3
5e31ebdb8dc3121d3cd9316f,0,rot1,3,4
5e31ebdb8dc3121d3cd9316f,0,rot1,2,4
5e31ebdb8dc3121d3cd9316f,0,base,4,3
5e31ebdb8dc3121d3cd9316f,1,base,1,1
5e31ebdb8dc3121d3cd9316f,0,base,3,4
5e31ebdb8dc3121d3cd9316f,1,rot1,2,2
5e31ebdb8dc3121d3cd9316f,1,shear1,4,4
5e31ebdb8dc3121d3cd9316f,1,rot2,4,4
5e31ebdb8dc3121d3cd9316f,1,base,3,3
5e31ebdb8dc3121d3cd9316f,0,shear1,3,2
5e31ebdb8dc3121d3cd9316f,1,base,1,1
5e31ebdb8dc3121d3cd9316f,0,shear2,2,3
5e31ebdb8dc3121d3cd9316f,1,rot1,2,2
5e31ebdb8dc3121d3cd9316f,0,shear2,4,3
5e31ebdb8dc3121d3cd9316f,0,shear2,1,4
5e31ebdb8dc3121d3cd9316f,1,rot2,3,3
5e31ebdb8dc3121d3cd9316f,1,rot1,4,4
5e31ebdb8dc3121d3cd9316f,0,shear1,4,2
5e31ebdb8dc3121d3cd9316f,1,shear1,3,3
5e31ebdb8dc3121d3cd9316f,1,rot2,3,3
5e31ebdb8dc3121d3cd9316f,1,rot2,2,2
5e31ebdb8dc3121d3cd9316f,0,shear1,1,2
5e31ebdb8dc3121d3cd9316f,0,shear1,4,3
5e31ebdb8dc3121d3cd9316f,0,shear2,4,3
5e31ebdb8dc3121d3cd9316f,0,shear1,2,3
5e31ebdb8dc3121d3cd9316f,1,rot2,1,1
5e31ebdb8dc3121d3cd9316f,1,base,1,1
5e31ebdb8dc3121d3cd9316f,1,rot2,4,4
5e31ebdb8dc3121d3cd9316f,1,shear1,2,2
5e31ebdb8dc3121d3cd9316f,1,rot2,1,1
5e31ebdb8dc3121d3cd9316f,1,rot1,3,3
5e31ebdb8dc3121d3cd9316f,1,base,3,3
5e31ebdb8dc3121d3cd9316f,1,rot1,4,4
5e31ebdb8dc3121d3cd9316f,1,rot2,1,1
5e31ebdb8dc3121d3cd9316f,1,rot2,2,2
5e31ebdb8dc3121d3cd9316f,1,rot2,2,2
5e31ebdb8dc3121d3cd9316f,1,rot1,3,3
5e31ebdb8dc3121d3cd9316f,1,rot2,2,2
5e31ebdb8dc3121d3cd9316f,1,rot2,1,1
5e31ebdb8dc3121d3cd9316f,1,base,2,2
5e31ebdb8dc3121d3cd9316f,1,shear2,3,3
5e31ebdb8dc3121d3cd9316f,1,base,2,2
5e31ebdb8dc3121d3cd9316f,0,rot2,4,3
5e31ebdb8dc3121d3cd9316f,0,shear2,3,2
5e31ebdb8dc3121d3cd9316f,1,base,2,2
5e31ebdb8dc3121d3cd9316f,1,rot1,1,1
5e31ebdb8dc3121d3cd9316f,1,shear2,1,1
5e31ebdb8dc3121d3cd9316f,0,shear2,4,2
5e31ebdb8dc3121d3cd9316f,1,shear1,3,3
5e31ebdb8dc3121d3cd9316f,1,rot1,3,3
5e31ebdb8dc3121d3cd9316f,1,base,4,4
5e31ebdb8dc3121d3cd9316f,0,shear2,4,3
5e31ebdb8dc3121d3cd9316f,1,shear2,2,2
5e31ebdb8dc3121d3cd9316f,1,rot1,1,1
5e31ebdb8dc3121d3cd9316f,1,shear2,3,3
5e31ebdb8dc3121d3cd9316f,1,base,1,1
5e31ebdb8dc3121d3cd9316f,1,base,4,4
5e31ebdb8dc3121d3cd9316f,0,shear1,1,2
5e31ebdb8dc3121d3cd9316f,1,shear2,1,1
5e31ebdb8dc3121d3cd9316f,1,rot2,4,4
5e31ebdb8dc3121d3cd9316f,1,rot1,2,2
5e31ebdb8dc3121d3cd9316f,0,base,2,3
5e31ebdb8dc3121d3cd9316f,0,shear1,1,3
5e31ebdb8dc3121d3cd9316f,0,shear1,2,4
5e31ebdb8dc3121d3cd9316f,0,shear1,1,4
5e31ebdb8dc3121d3cd9316f,1,shear1,3,3
5e31ebdb8dc3121d3cd9316f,0,base,3,4
5e31ebdb8dc3121d3cd9316f,1,rot1,1,1
5e31ebdb8dc3121d3cd9316f,1,rot1,3,3
5e31ebdb8dc3121d3cd9316f,0,shear1,3,2
5e31ebdb8dc3121d3cd9316f,0,shear1,2,3
5e31ebdb8dc3121d3cd9316f,1,shear1,4,4
5e31ebdb8dc3121d3cd9316f,1,rot1,4,4
5e31ebdb8dc3121d3cd9316f,1,shear1,2,2
5e31ebdb8dc3121d3cd9316f,1,base,4,4
5e31ebdb8dc3121d3cd9316f,1,rot2,3,3
5e31ebdb8dc3121d3cd9316f,1,rot1,4,4
5e31ebdb8dc3121d3cd9316f,1,shear2,2,2
5e31ebdb8dc3121d3cd9316f,1,base,1,1
5e31ebdb8dc3121d3cd9316f,1,shear2,2,2
5e31ebdb8dc3121d3cd9316f,0,base,3,2
5e31ebdb8dc3121d3cd9316f,1,shear1,1,1
5e31ebdb8dc3121d3cd9316f,0,shear1,4,3
5e31ebdb8dc3121d3cd9316f,1,rot2,3,3
5e31ebdb8dc3121d3cd9316f,1,base,4,4
5e31ebdb8dc3121d3cd9316f,0,shear2,3,4
5e31ebdb8dc3121d3cd9316f,1,rot2,3,3
5e31ebdb8dc3121d3cd9316f,0,rot2,4,3
5e31ebdb8dc3121d3cd9316f,1,rot1,2,2
5e31ebdb8dc3121d3cd9316f,0,shear2,1,2
5e31ebdb8dc3121d3cd9316f,1,base,2,2
5e31ebdb8dc3121d3cd9316f,1,rot2,1,1
5e31ebdb8dc3121d3cd9316f,1,rot2,2,2
5e31ebdb8dc3121d3cd9316f,1,rot1,4,4
5e31ebdb8dc3121d3cd9316f,1,shear2,3,3
5e31ebdb8dc3121d3cd9316f,0,rot1,1,2
5e31ebdb8dc3121d3cd9316f,1,shear2,4,4
5e7fe08b073e580abfabd69e,1,rot1,4,4
5e7fe08b073e580abfabd69e,1,base,4,4
5e7fe08b073e580abfabd69e,1,base,2,2
5e7fe08b073e580abfabd69e,1,rot2,3,3
5e7fe08b073e580abfabd69e,1,rot1,3,3
5e7fe08b073e580abfabd69e,1,shear1,3,3
5e7fe08b073e580abfabd69e,1,shear1,2,2
5e7fe08b073e580abfabd69e,0,base,4,3
5e7fe08b073e580abfabd69e,0,shear1,2,3
5e7fe08b073e580abfabd69e,1,rot1,1,1
5e7fe08b073e580abfabd69e,0,shear2,2,4
5e7fe08b073e580abfabd69e,1,base,2,2
5e7fe08b073e580abfabd69e,1,rot1,3,3
5e7fe08b073e580abfabd69e,1,rot2,3,3
5e7fe08b073e580abfabd69e,1,shear1,4,4
5e7fe08b073e580abfabd69e,1,base,1,1
5e7fe08b073e580abfabd69e,1,rot1,1,1
5e7fe08b073e580abfabd69e,1,rot2,1,1
5e7fe08b073e580abfabd69e,1,rot2,1,1
