participant,correct,condition,category,response
60828d17b3bdeecd4dc30ba8,1,rot1,4,4
60828d17b3bdeecd4dc30ba8,0,rot2,1,2
60828d17b3bdeecd4dc30ba8,1,rot2,1,1
60828d17b3bdeecd4dc30ba8,1,rot2,2,2
60828d17b3bdeecd4dc30ba8,1,rot2,2,2
60828d17b3bdeecd4dc30ba8,0,shear2,3,4
60828d17b3bdeecd4dc30ba8,0,base,3,4
60828d17b3bdeecd4dc30ba8,1,shear1,4,4
60828d17b3bdeecd4dc30ba8,0,shear1,1,2
60828d17b3bdeecd4dc30ba8,0,rot1,4,3
60828d17b3bdeecd4dc30ba8,0,shear2,3,4
60828d17b3bdeecd4dc30ba8,1,rot2,4,4
60828d17b3bdeecd4dc30ba8,1,base,2,2
60828d17b3bdeecd4dc30ba8,1,rot2,2,2
60828d17b3bdeecd4dc30ba8,1,shear1,4,4
60828d17b3bdeecd4dc30ba8,0,shear2,3,4
60828d17b3bdeecd4dc30ba8,1,rot2,4,4
60828d17b3bdeecd4dc30ba8,1,shear1,1,1
60828d17b3bdeecd4dc30ba8,1,rot1,2,2
60828d17b3bdeecd4dc30ba8,1,rot2,3,3
60828d17b3bdeecd4dc30ba8,0,base,1,2
60828d17b3bdeecd4dc30ba8,1,shear1,2,2
60828d17b3bdeecd4dc30ba8,1,base,1,1
60828d17b3bdeecd4dc30ba8,0,rot1,3,2
60828d17b3bdeecd4dc30ba8,1,rot1,1,1
60828d17b3bdeecd4dc30ba8,0,rot2,4,3
60828d17b3bdeecd4dc30ba8,1,shear1,3,3
60828d17b3bdeecd4dc30ba8,1,base,3,3
60828d17b3bdeecd4dc30ba8,0,shear1,4,2
60828d17b3bdeecd4dc30ba8,1,shear2,4,4
60828d17b3bdeecd4dc30ba8,1,base,4,4
60828d17b3bdeecd4dc30ba8,1,shear2,2,2
60828d17b3bdeecd4dc30ba8,1,shear1,2,2
60828d17b3bdeecd4dc30ba8,1,base,1,1
60828d17b3bdeecd4dc30ba8,0,rot1,2,3
60828d17b3bdeecd4dc30ba8,0,shear1,3,4
60828d17b3bdeecd4dc30ba8,1,shear1,4,4
60828d17b3bdeecd4dc30ba8,1,base,2,2
60828d17b3bdeecd4dc30ba8,1,shear2,1,1
60828d17b3bdeecd4dc30ba8,1,shear1,1,1
60828d17b3bdeecd4dc30ba8,1,shear1,3,3
60828d17b3bdeecd4dc30ba8,1,base,4,4
60828d17b3bdeecd4dc30ba8,0,rot1,1,2
60828d17b3bdeecd4dc30ba8,0,base,1,2
60828d17b3bdeecd4dc30ba8,0,shear2,3,4
60828d17b3bdeecd4dc30ba8,0,shear2,3,4
60828d17b3bdeecd4dc30ba8,0,shear1,3,4
60828d17b3bdeecd4dc30ba8,0,rot1,1,2
60828d17b3bdeecd4dc30ba8,0,rot1,1,2
60828d17b3bdeecd4dc30ba8,0,base,3,4
60828d17b3bdeecd4dc30ba8,1,rot1,4,4
60828d17b3bdeecd4dc30ba8,0,rot2,3,4
60828d17b3bdeecd4dc30ba8,0,rot2,2,3
60828d17b3bdeecd4dc30ba8,1,shear2,4,4
60828d17b3bdeecd4dc30ba8,1,rot2,2,2
60828d17b3bdeecd4dc30ba8,1,shear1,2,2
60828d17b3bdeecd4dc30ba8,1,base,2,2
60828d17b3bdeecd4dc30ba8,1,shear2,4,4
60828d17b3bdeecd4dc30ba8,1,shear1,2,2
60828d17b3bdeecd4dc30ba8,1,shear1,4,4
60828d17b3bdeecd4dc30ba8,0,rot2,1,2
608ba85719d5ee094d23d453,0,shear1,3,4
608ba85719d5ee094d23d453,0,rot2,1,3
608ba85719d5ee094d23d453,0,rot1,3,2
608ba85719d5ee094d23d453,0,shear2,1,4
608ba85719d5ee094d23d453,0,rot1,4,3
608ba85719d5ee094d23d453,0,rot2,2,3
608ba85719d5ee094d23d453,0,rot2,1,2
608ba85719d5ee094d23d453,0,shear2,3,4
608ba85719d5ee094d23d453,0,shear1,2,3
608ba85719d5ee094d23d453,0,shear2,2,4
608ba85719d5ee094d23d453,0,base,1,2
608ba85719d5ee094d23d453,0,rot2,2,3
608ba85719d5ee094d23d453,0,base,3,2
608ba85719d5ee094d23d453,1,rot1,4,4
608ba85719d5ee094d23d453,0,rot2,2,3
608ba85719d5ee094d23d453,0,shear1,1,3
608ba85719d5ee094d23d453,1,base,4,4
608ba85719d5ee094d23d453,1,rot1,4,4
608ba85719d5ee094d23d453,0,shear1,3,4
608ba85719d5ee094d23d453,1,shear1,4,4
608ba85719d5ee094d23d453,0,rot1,3,4
608ba85719d5ee094d23d453,0,rot2,3,4
608ba85719d5ee094d23d453,0,rot2,1,3
608ba85719d5ee094d23d453,0,shear1,1,3
608ba85719d5ee094d23d453,0,shear1,3,4
608ba85719d5ee094d23d453,0,shear1,2,4
608ba85719d5ee094d23d453,0,base,2,4
608ba85719d5ee094d23d453,0,base,3,4
608ba85719d5ee094d23d453,0,base,2,3
608ba85719d5ee094d23d453,1,rot1,4,4
608ba85719d5ee094d23d453,1,rot2,4,4
608ba85719d5ee094d23d453,1,shear2,4,4
608ba85719d5ee094d23d453,1,base,4,4
608ba85719d5ee094d23d453,1,rot2,4,4
608ba85719d5ee094d23d453,0,shear1,2,4
608ba85719d5ee094d23d453,0,base,2,4
608ba85719d5ee094d23d453,0,shear2,1,4
608ba85719d5ee094d23d453,0,shear2,1,4
608ba85719d5ee094d23d453,0,rot1,3,4
608ba85719d5ee094d23d453,0,rot2,1,3
608ba85719d5ee094d23d453,1,base,4,4
608ba85719d5ee094d23d453,0,shear2,2,3
608ba85719d5ee094d23d453,1,shear1,4,4
608ba85719d5ee094d23d453,0,rot1,1,2
608ba85719d5ee094d23d453,0,shear2,3,4
608ba85719d5ee094d23d453,1,shear2,4,4
608ba85719d5ee094d23d453,0,rot1,3,4
608ba85719d5ee094d23d453,0,base,3,4
608ba85719d5ee094d23d453,1,shear1,3,3
608ba85719d5ee094d23d453,1,shear1,1,1
608ba85719d5ee094d23d453,0,base,1,2
608ba85719d5ee094d23d453,0,rot1,1,2
608ba85719d5ee094d23d453,0,shear1,2,3
608ba85719d5ee094d23d453,1,base,2,2
608ba85719d5ee094d23d453,0,base,3,4
608ba85719d5ee094d23d453,1,shear1,4,4
608ba85719d5ee094d23d453,1,shear2,4,4
608ba85719d5ee094d23d453,0,rot1,1,4
608ba85719d5ee094d23d453,0,rot1,2,4
608ba85719d5ee094d23d453,0,rot2,2,4
608ba85719d5ee094d23d453,1,rot2,4,4
608ba85719d5ee094d23d453,0,rot1,2,4
608ba85719d5ee094d23d453,0,rot1,2,3
608ba85719d5ee094d23d453,0,rot2,3,4
608ba85719d5ee094d23d453,0,rot1,1,2
608ba85719d5ee094d23d453,1,rot2,3,3
608ba85719d5ee094d23d453,0,rot2,3,4
608ba85719d5ee094d23d453,1,shear2,4,4
608ba85719d5ee094d23d453,0,shear2,2,3
608ba85719d5ee094d23d453,0,shear2,3,4
608ba85719d5ee094d23d453,0,shear2,2,4
608ba85719d5ee094d23d453,1,shear2,3,3
608ba85719d5ee094d23d453,0,rot1,1,2
608ba85719d5ee094d23d453,1,base,1,1
608ba85719d5ee094d23d453,0,shear2,1,2
608ba85719d5ee094d23d453,0,rot2,4,3
608ba85719d5ee094d23d453,0,shear1,1,3
608ba85719d5ee094d23d453,1,shear1,4,4
608ba85719d5ee094d23d453,0,shear1,2,3
608ba85719d5ee094d23d453,0,shear1,4,3
608ba85719d5ee094d23d453,0,base,1,2
608ba85719d5ee094d23d453,0,rot2,3,4
608ba85719d5ee094d23d453,1,rot1,2,2
608ba85719d5ee094d23d453,0,shear2,2,3
608ba85719d5ee094d23d453,1,rot2,4,4
608ba85719d5ee094d23d453,1,shear1,3,3
608ba85719d5ee094d23d453,1,shear2,4,4
608ba85719d5ee094d23d453,0,rot1,2,3
608ba85719d5ee094d23d453,0,rot2,1,2
608ba85719d5ee094d23d453,1,base,3,3
608ba85719d5ee094d23d453,1,base,4,4
608ba85719d5ee094d23d453,1,rot1,4,4
608ba85719d5ee094d23d453,1,shear1,1,1
608ba85719d5ee094d23d453,1,rot2,2,2
608ba85719d5ee094d23d453,1,rot1,3,3
608ba85719d5ee094d23d453,1,shear2,1,1
608ba85719d5ee094d23d453,1,base,4,4
608ba85719d5ee094d23d453,0,base,2,3
608ba85719d5ee094d23d453,0,shear2,3,4
608ba85719d5ee094d23d453,1,base,1,1
60a6872afaa7dad7f62e7edd,1,rot1,3,3
60a6872afaa7dad7f62e7edd,1,rot2,3,3
60a6872afaa7dad7f62e7edd,1,rot1,1,1
60a6872afaa7dad7f62e7edd,1,shear1,2,2
60a6872afaa7dad7f62e7edd,0,base,4,3
60a6872afaa7dad7f62e7edd,1,shear2,2,2
60a6872afaa7dad7f62e7edd,0,rot1,4,3
60a6872afaa7dad7f62e7edd,1,rot2,3,3
60a6872afaa7dad7f62e7edd,1,rot1,1,1
60a6872afaa7dad7f62e7edd,1,rot2,1,1
60a6872afaa7dad7f62e7edd,0,rot2,4,3
60a6872afaa7dad7f62e7edd,1,rot1,3,3
60a6872afaa7dad7f62e7edd,1,shear1,3,3
60a6872afaa7dad7f62e7edd,0,rot1,1,2
60a6872afaa7dad7f62e7edd,1,shear2,1,1
60a6872afaa7dad7f62e7edd,1,base,2,2
60a6872afaa7dad7f62e7edd,1,base,4,4
60a6872afaa7dad7f62e7edd,0,base,2,3
60a6872afaa7dad7f62e7edd,0,shear2,4,3
60a6872afaa7dad7f62e7edd,0,rot2,2,3
60a6872afaa7dad7f62e7edd,0,rot1,2,3
60a6872afaa7dad7f62e7edd,0,base,2,3
60a6872afaa7dad7f62e7edd,1,shear2,3,3
60a6872afaa7dad7f62e7edd,1,shear1,3,3
60a6872afaa7dad7f62e7edd,0,rot1,2,3
60a6872afaa7dad7f62e7edd,0,rot1,2,3
60a6872afaa7dad7f62e7edd,0,rot1,2,3
60a6872afaa7dad7f62e7edd,1,rot2,1,1
60a6872afaa7dad7f62e7edd,1,shear1,1,1
60a6872afaa7dad7f62e7edd,1,base,4,4
60a6872afaa7dad7f62e7edd,1,rot2,4,4
60a6872afaa7dad7f62e7edd,1,base,1,1
60a6872afaa7dad7f62e7edd,1,rot2,1,1
60a6872afaa7dad7f62e7edd,1,rot2,4,4
60a6872afaa7dad7f62e7edd,0,rot2,3,2
60a6872afaa7dad7f62e7edd,1,base,1,1
60a6872afaa7dad7f62e7edd,1,base,3,3
60a6872afaa7dad7f62e7edd,0,shear2,4,2
60a6872afaa7dad7f62e7edd,1,shear1,3,3
60a6872afaa7dad7f62e7edd,0,shear2,4,3
60a6872afaa7dad7f62e7edd,0,rot1,4,3
60a6872afaa7dad7f62e7edd,0,rot2,4,3
60a6872afaa7dad7f62e7edd,0,shear1,4,3
60a6872afaa7dad7f62e7edd,1,shear2,3,3
60a6872afaa7dad7f62e7edd,0,rot2,2,3
60a6872afaa7dad7f62e7edd,0,shear1,2,3
60a6872afaa7dad7f62e7edd,1,base,4,4
60a6872afaa7dad7f62e7edd,1,rot1,4,4
60a6872afaa7dad7f62e7edd,0,shear1,1,2
60a6872afaa7dad7f62e7edd,0,shear2,2,1
60a6872afaa7dad7f62e7edd,0,rot1,3,2
60a6872afaa7dad7f62e7edd,1,base,3,3
60a6872afaa7dad7f62e7edd,1,rot1,1,1
60a6872afaa7dad7f62e7edd,1,base,3,3
60a6872afaa7dad7f62e7edd,1,base,1,1
60a6872afaa7dad7f62e7edd,0,shear1,2,3
60a6872afaa7dad7f62e7edd,1,base,1,1
60a6872afaa7dad7f62e7edd,1,rot2,2,2
60a6872afaa7dad7f62e7edd,1,rot1,3,3
60a6872afaa7dad7f62e7edd,1,base,1,1
60a6872afaa7dad7f62e7edd,1,rot2,3,3
60a6872afaa7dad7f62e7edd,1,shear2,1,1
60a6872afaa7dad7f62e7edd,0,shear2,2,1
60a6872afaa7dad7f62e7edd,1,shear2,1,1
60a6872afaa7dad7f62e7edd,1,rot2,3,3
60a6872afaa7dad7f62e7edd,0,rot2,1,2
60a6872afaa7dad7f62e7edd,0,shear1,3,2
60a6872afaa7dad7f62e7edd,1,rot1,2,2
60a6872afaa7dad7f62e7edd,0,shear2,4,3
60a6872afaa7dad7f62e7edd,1,rot1,4,4
60a6872afaa7dad7f62e7edd,1,rot1,4,4
60a6872afaa7dad7f62e7edd,0,rot2,2,4
60a6872afaa7dad7f62e7edd,1,base,4,4
60a6872afaa7dad7f62e7edd,1,shear1,4,4
60a6872afaa7dad7f62e7edd,1,base,3,3
60a6872afaa7dad7f62e7edd,1,shear1,3,3
60a6872afaa7dad7f62e7edd,0,shear2,1,2
60a6872afaa7dad7f62e7edd,1,shear1,2,2
60a6872afaa7dad7f62e7edd,1,rot2,2,2
60a6872afaa7dad7f62e7edd,1,shear1,1,1
60a6872afaa7dad7f62e7edd,0,base,2,1
60a6872afaa7dad7f62e7edd,1,rot1,1,1
60a6872afaa7dad7f62e7edd,0,shear1,4,3
60a6872afaa7dad7f62e7edd,0,shear2,1,2
60a6872afaa7dad7f62e7edd,1,rot1,3,3
60a6872afaa7dad7f62e7edd,1,shear1,2,2
60a6872afaa7dad7f62e7edd,1,shear2,3,3
60a6872afaa7dad7f62e7edd,1,shear2,3,3
60a6872afaa7dad7f62e7edd,1,base,2,2
60a6872afaa7dad7f62e7edd,1,shear1,1,1
60a6872afaa7dad7f62e7edd,1,base,3,3
60a6872afaa7dad7f62e7edd,1,shear2,3,3
60a6872afaa7dad7f62e7edd,0,shear1,1,2
60a6872afaa7dad7f62e7edd,0,shear2,2,4
60a6872afaa7dad7f62e7edd,1,shear2,2,2
60a6872afaa7dad7f62e7edd,1,rot2,1,1
60a6872afaa7dad7f62e7edd,0,shear1,4,3
60a6872afaa7dad7f62e7edd,0,shear1,4,3
60a6872afaa7dad7f62e7edd,1,shear2,4,4
60a6872afaa7dad7f62e7edd,1,rot2,4,4
60be6bf7eec23fe8946ad827,1,rot1,1,1
60be6bf7eec23fe8946ad827,1,shear1,1,1
60be6bf7eec23fe8946ad827,0,shear2,4,1
60be6bf7eec23fe8946ad827,1,rot1,2,2
60be6bf7eec23fe8946ad827,0,shear2,2,3
60be6bf7eec23fe8946ad827,1,base,4,4
60be6bf7eec23fe8946ad827,1,rot1,4,4
60be6bf7eec23fe8946ad827,1,base,1,1
60be6bf7eec23fe8946ad827,1,rot2,4,4
60be6bf7eec23fe8946ad827,1,shear1,3,3
60be6bf7eec23fe8946ad827,1,shear1,2,2
60be6bf7eec23fe8946ad827,1,base,1,1
60be6bf7eec23fe8946ad827,1,shear2,3,3
60be6bf7eec23fe8946ad827,1,rot1,1,1
60be6bf7eec23fe8946ad827,0,shear2,3,2
60be6bf7eec23fe8946ad827,0,shear1,4,3
60be6bf7eec23fe8946ad827,0,rot1,3,4
60be6bf7eec23fe8946ad827,1,rot2,2,2
60be6bf7eec23fe8946ad827,0,shear1,3,4
60be6bf7eec23fe8946ad827,0,shear1,2,3
60be6bf7eec23fe8946ad827,0,rot2,3,4
60be6bf7eec23fe8946ad827,0,rot2,2,3
60be6bf7eec23fe8946ad827,1,shear2,1,1
60be6bf7eec23fe8946ad827,1,shear2,1,1
60be6bf7eec23fe8946ad827,0,base,2,1
60be6bf7eec23fe8946ad827,0,rot2,3,4
60be6bf7eec23fe8946ad827,0,rot2,3,4
60be6bf7eec23fe8946ad827,0,rot2,2,3
60be6bf7eec23fe8946ad827,1,base,4,4
60be6bf7eec23fe8946ad827,0,rot2,3,4
60be6bf7eec23fe8946ad827,1,rot1,1,1
60be6bf7eec23fe8946ad827,0,shear2,4,2
60be6bf7eec23fe8946ad827,0,rot2,3,4
60be6bf7eec23fe8946ad827,0,shear2,4,3
60be6bf7eec23fe8946ad827,1,shear2,1,1
60be6bf7eec23fe8946ad827,1,shear2,2,2
60be6bf7eec23fe8946ad827,0,shear1,4,2
60be6bf7eec23fe8946ad827,0,rot1,2,3
60be6bf7eec23fe8946ad827,1,rot2,4,4
60be6bf7eec23fe8946ad827,1,rot2,1,1
60be6bf7eec23fe8946ad827,0,rot2,2,1
60be6bf7eec23fe8946ad827,1,shear1,1,1
60be6bf7eec23fe8946ad827,1,shear1,2,2
60be6bf7eec23fe8946ad827,1,rot1,1,1
60be6bf7eec23fe8946ad827,1,shear2,3,3
60be6bf7eec23fe8946ad827,0,base,2,3
60be6bf7eec23fe8946ad827,1,shear2,2,2
60be6bf7eec23fe8946ad827,1,base,3,3
60be6bf7eec23fe8946ad827,1,rot1,2,2
60be6bf7eec23fe8946ad827,1,shear1,1,1
60be6bf7eec23fe8946ad827,1,shear1,1,1
60be6bf7eec23fe8946ad827,1,rot1,4,4
60be6bf7eec23fe8946ad827,0,shear1,4,3
60be6bf7eec23fe8946ad827,1,base,4,4
60be6bf7eec23fe8946ad827,0,shear2,3,2
60be6bf7eec23fe8946ad827,1,rot2,1,1
60be6bf7eec23fe8946ad827,1,base,4,4
60be6bf7eec23fe8946ad827,1,shear1,3,3
60be6bf7eec23fe8946ad827,0,rot1,3,4
60be6bf7eec23fe8946ad827,1,rot1,4,4
60be6bf7eec23fe8946ad827,1,shear1,3,3
60be6bf7eec23fe8946ad827,1,rot1,2,2
60be6bf7eec23fe8946ad827,1,rot2,4,4
60be6bf7eec23fe8946ad827,0,rot1,3,4
60be6bf7eec23fe8946ad827,1,shear2,2,2
60be6bf7eec23fe8946ad827,1,shear1,2,2
60be6bf7eec23fe8946ad827,0,base,2,1
60be6bf7eec23fe8946ad827,1,rot2,1,1
60be6bf7eec23fe8946ad827,0,shear1,4,2
60be6bf7eec23fe8946ad827,0,shear2,4,2
60be6bf7eec23fe8946ad827,0,base,3,4
60be6bf7eec23fe8946ad827,0,rot2,2,3
60be6bf7eec23fe8946ad827,1,base,1,1
60be6bf7eec23fe8946ad827,1,shear2,1,1
60be6bf7eec23fe8946ad827,1,rot1,1,1
60be6bf7eec23fe8946ad827,1,base,1,1
60be6bf7eec23fe8946ad827,1,rot1,4,4
60be6bf7eec23fe8946ad827,1,rot1,4,4
60be6bf7eec23fe8946ad827,0,base,3,4
60be6bf7eec23fe8946ad827,1,rot1,3,3
60be6bf7eec23fe8946ad827,0,shear2,4,2
60be6bf7eec23fe8946ad827,0,rot1,3,2
60be6bf7eec23fe8946ad827,1,base,3,3
60be6bf7eec23fe8946ad827,0,base,4,3
60be6bf7eec23fe8946ad827,1,rot2,4,4
60be6bf7eec23fe8946ad827,1,shear1,2,2
60be6bf7eec23fe8946ad827,1,base,1,1
60be6bf7eec23fe8946ad827,0,shear1,3,2
60be6bf7eec23fe8946ad827,1,rot2,1,1
60be6bf7eec23fe8946ad827,1,shear1,1,1
60be6bf7eec23fe8946ad827,1,base,2,2
60be6bf7eec23fe8946ad827,1,rot1,2,2
60be6bf7eec23fe8946ad827,1,shear2,3,3
60be6bf7eec23fe8946ad827,1,shear2,2,2
60be6bf7eec23fe8946ad827,1,rot2,1,1
60be6bf7eec23fe8946ad827,1,base,3,3
60be6bf7eec23fe8946ad827,0,shear1,4,3
60be6bf7eec23fe8946ad827,1,rot2,4,4
60be6bf7eec23fe8946ad827,0,base,2,3
60be6bf7eec23fe8946ad827,1,shear2,1,1
60c89c0e9445e1a77532e876,1,base,4,4
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,0,shear1,2,1
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,0,shear1,1,2
60c89c0e9445e1a77532e876,1,rot1,3,3
60c89c0e9445e1a77532e876,1,rot1,3,3
60c89c0e9445e1a77532e876,1,base,4,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,0,shear1,3,2
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,1,base,3,3
60c89c0e9445e1a77532e876,1,shear2,2,2
60c89c0e9445e1a77532e876,0,rot2,4,3
60c89c0e9445e1a77532e876,0,rot2,1,2
60c89c0e9445e1a77532e876,0,shear2,2,4
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,0,base,2,1
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,0,base,3,2
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,0,base,4,3
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,base,2,2
60c89c0e9445e1a77532e876,0,shear2,3,4
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,0,shear1,3,4
60c89c0e9445e1a77532e876,0,rot1,3,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,shear2,3,3
60c89c0e9445e1a77532e876,0,rot1,3,2
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,0,shear2,2,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,0,rot1,3,2
60c89c0e9445e1a77532e876,1,rot1,2,2
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,0,shear2,4,3
60c89c0e9445e1a77532e876,1,base,3,3
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,0,shear1,3,4
60c89c0e9445e1a77532e876,0,shear2,2,4
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,0,shear2,2,3
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,1,shear2,3,3
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,1,base,2,2
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,1,shear1,3,3
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,0,rot2,2,1
60c89c0e9445e1a77532e876,1,shear1,3,3
60c89c0e9445e1a77532e876,0,base,2,1
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,0,base,4,3
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,base,4,4
60c89c0e9445e1a77532e876,0,shear2,3,4
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,1,base,3,3
60c89c0e9445e1a77532e876,1,shear2,3,3
60c89c0e9445e1a77532e876,1,rot2,3,3
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,0,rot1,4,3
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,0,base,3,2
60c89c0e9445e1a77532e876,1,base,2,2
60c89c0e9445e1a77532e876,1,rot1,1,1
